GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
77,49,1,73,0,0.4087339
78,884,1,1284,0,0.16862884
78,884,1,1285,0,0.24014406
78,884,1,1286,0,0.78000784
78,884,1,1287,0,0.2037676
79,928,1,1343,0,0.55205095
80,798,1,1166,0,0.36699414
80,798,1,1167,0,0.5072817
81,662,1,950,0,0.3334378
82,781,1,1133,0,0.28272167
82,781,1,1134,0,0.2818303
82,781,1,1135,0,0.08538129
84,345,1,487,0,0.48181367
85,800,1,1169,0,0.8833429
86,598,1,849,0,0.9472278
86,598,1,850,0,0.027383722
86,598,1,851,0,0.91775227
86,598,1,852,0,0.12152453
86,598,1,853,0,0.74784774
86,598,1,854,0,0.89652073
87,227,1,319,0,0.1679298
88,785,1,1141,0,0.33146322
89,516,1,732,0,0.37815663
89,516,1,733,0,0.34684896
91,103,1,145,0,0.5162557
91,103,1,146,0,0.008994027
91,103,1,147,0,0.4226782
92,769,1,1117,0,0.8776577
93,372,1,520,0,0.08740515
94,339,1,480,0,0.4840848
95,75,1,113,0,0.48122773
95,75,1,114,0,0.7825715
97,341,1,483,0,0.96455956
97,341,1,484,0,0.70709646
97,341,1,485,0,0.27373672
98,922,1,1332,0,0.6701133
99,9,1,13,0,0.3475348
99,9,1,14,0,0.76812786
99,9,1,15,0,0.6757714
99,9,1,16,0,0.977532
99,9,1,17,0,0.86670977
100,791,1,1149,0,0.046108015
100,791,1,1150,0,0.2903237
100,791,1,1151,0,0.8623911
101,432,1,628,0,0.60084784
101,432,1,629,0,0.34425795
101,432,1,630,0,0.055602577
101,432,1,631,0,0.7628727
102,788,1,1146,0,0.0015187877
102,788,1,1147,0,0.09284354
104,461,1,663,0,0.99350417
104,461,1,664,0,0.7760131
104,461,1,665,0,0.8682709
105,30,1,47,0,0.47715825
106,469,1,677,0,0.16884863
106,469,1,678,0,0.5339773
107,56,1,83,0,0.42583188
107,56,1,84,0,0.1630296
108,687,1,992,0,0.16587757
109,557,1,799,0,0.25815016
111,281,1,395,0,0.9430916
111,281,1,396,0,0.9868069
112,827,1,1213,0,0.7036664
112,827,1,1214,0,0.7231574
114,87,1,127,0,0.7324978
115,519,1,736,0,0.5173955
115,519,1,737,0,0.17742631
116,175,1,257,0,0.8776462
116,175,1,258,0,0.88039035
117,575,1,828,0,0.7095345
118,707,1,1020,0,0.9334288
119,133,1,180,0,0.9799982
119,133,1,181,0,0.5034758
121,72,1,108,0,0.7575695
122,460,1,661,0,0.6166185
122,460,1,662,0,0.11488907
123,8,1,12,0,0.31598848
124,456,1,655,0,0.0677339
125,359,1,504,0,0.88687116
126,517,1,734,0,0.022070399
126,517,1,735,0,0.5372867
127,882,1,1277,0,0.17761211
127,882,1,1278,0,0.1469949
127,882,1,1279,0,0.16584449
127,882,1,1280,0,0.87695396
129,318,1,443,0,0.49447012
129,318,1,444,0,0.34090048
129,318,1,445,0,0.9992098
129,318,1,446,0,0.5459749
131,62,1,92,0,0.30333114
131,62,1,93,0,0.3706517
132,464,1,671,0,0.6958669
133,377,1,527,0,0.12024657
133,377,1,528,0,0.7582212
134,276,1,387,0,0.8837676
134,276,1,388,0,0.47513115
134,276,1,389,0,0.4373047
135,903,1,1309,0,0.14311478
136,506,1,719,0,0.42274225
137,771,1,1119,0,0.7644117
137,771,1,1120,0,0.4139833
137,771,1,1121,0,0.619931
138,457,1,656,0,0.04377948
138,457,1,657,0,0.21972537
139,749,1,1088,0,0.2038287
139,749,1,1089,0,0.9811735
139,749,1,1090,0,0.044549882
140,920,1,1331,0,0.2153185
141,380,1,536,0,0.031399235
141,380,1,537,0,0.63953525
142,124,1,169,0,0.6531704
142,124,1,170,0,0.3455215
143,383,1,541,0,0.036354523
143,383,1,542,0,0.43501043
144,746,1,1084,0,0.17132863
144,746,1,1085,0,0.42672423
144,746,1,1086,0,0.37281024
144,746,1,1087,0,0.22108634
145,825,1,1206,0,0.84164095
145,825,1,1207,0,0.69261503
145,825,1,1208,0,0.4706452
145,825,1,1209,0,0.39968532
145,825,1,1210,0,0.10903989
146,572,1,824,0,0.60303855
147,862,1,1253,0,0.50415194
150,299,1,413,0,0.9053811
152,63,1,94,0,0.9689099
152,63,1,95,0,0.8095953
152,63,1,96,0,0.86669624
152,63,1,97,0,0.49578974
153,433,1,632,0,0.37378222
153,433,1,633,0,0.4789902
153,433,1,634,0,0.53124255
154,483,1,692,0,0.8176968
155,888,1,1291,0,0.15100636
157,169,1,248,0,0.6005589
157,169,1,249,0,0.90598977
157,169,1,250,0,0.22246403
158,758,1,1098,0,0.28786325
158,758,1,1099,0,0.8422146
158,758,1,1100,0,0.65186787
159,916,1,1323,0,0.96546495
161,842,1,1229,0,0.64208376
162,563,1,807,0,0.9493329
163,912,1,1318,0,0.8268484
163,912,1,1319,0,0.674668
163,912,1,1320,0,0.18998775
164,546,1,781,0,0.2135332
165,846,1,1232,0,0.8630297
165,846,1,1233,0,0.33392394
167,818,1,1196,0,0.68643576
167,818,1,1197,0,0.43537572
168,858,1,1247,0,0.45934877
169,14,1,21,0,0.01057504
169,14,1,22,0,0.8223224
169,14,1,23,0,0.31144947
171,701,1,1008,0,0.33713344
172,924,1,1334,0,0.071601905
172,924,1,1335,0,0.62462705
173,145,1,205,0,0.77861214
173,145,1,206,0,0.5110413
173,145,1,207,0,0.4777099
174,248,1,343,0,0.7721071
174,248,1,344,0,0.096723005
175,100,1,141,0,0.54091835
175,100,1,142,0,0.74888366
176,514,1,731,0,0.3663077
179,985,1,1427,0,0.87613046
180,602,1,859,0,0.45681518
180,602,1,860,0,0.1158964
182,541,1,772,0,0.9768903
182,541,1,773,0,0.45590073
183,189,1,278,0,0.75278914
184,578,1,831,0,0.0782532
184,578,1,832,0,0.80884045
185,358,1,502,0,0.15200032
185,358,1,503,0,0.12495629
187,73,1,109,0,0.2764363
187,73,1,110,0,0.42470738
189,536,1,762,0,0.48528567
189,536,1,763,0,0.4282925
189,536,1,764,0,0.03453953
190,587,1,838,0,0.59703124
191,554,1,795,0,0.7419593
192,915,1,1322,0,0.97875386
193,239,1,332,0,0.55415994
194,415,1,591,0,0.9318685
195,887,1,1289,0,0.9519661
195,887,1,1290,0,0.21239536
196,328,1,458,0,0.06637992
196,328,1,459,0,0.1696619
198,121,1,168,0,0.7444334
200,850,1,1235,0,0.2609691
201,786,1,1142,0,0.1122383
201,786,1,1143,0,0.94338757
201,786,1,1144,0,0.6835894
202,394,1,553,0,0.9581797
204,108,1,153,0,0.32950976
205,114,1,160,0,0.19225828
206,32,1,51,0,0.13678877
206,32,1,52,0,0.9433777
208,332,1,465,0,0.1641652
208,332,1,466,0,0.80235213
209,279,1,391,0,0.2116831
211,820,1,1199,0,0.86291933
211,820,1,1200,0,0.056674577
211,820,1,1201,0,0.38141742
211,820,1,1202,0,0.401931
213,809,1,1181,0,0.9762421
213,809,1,1182,0,0.8977273
213,809,1,1183,0,0.38445184
215,841,1,1228,0,0.42468283
217,564,1,808,0,0.7151454
217,564,1,809,0,0.64011437
217,564,1,810,0,0.8941525
220,136,1,185,0,0.68719375
221,722,1,1041,0,0.5153119
221,722,1,1042,0,0.90068424
221,722,1,1043,0,0.3309923
221,722,1,1044,0,0.36744648
222,740,1,1068,0,0.35143247
222,740,1,1069,0,0.4895119
222,740,1,1070,0,0.034729425
222,740,1,1071,0,0.45290676
224,1,1,1,0,0.31661758
225,61,1,91,0,0.24318504
226,150,1,215,0,0.24742694
226,150,1,216,0,0.7975441
228,898,1,1306,0,0.38559106
228,898,1,1307,0,0.9807439
231,366,1,509,0,0.41275185
231,366,1,510,0,0.69770736
231,366,1,511,0,0.3053727
232,451,1,650,0,0.8264959
233,257,1,355,0,0.21306993
233,257,1,356,0,0.27518708
233,257,1,357,0,0.29251835
233,257,1,358,0,0.12935613
233,257,1,359,0,0.7505955
233,257,1,360,0,0.43151575
234,236,1,329,0,0.12594521
234,236,1,330,0,0.5362137
235,15,1,24,0,0.48832223
236,787,1,1145,0,0.50525063
237,324,1,454,0,0.7124996
239,535,1,759,0,0.066531636
239,535,1,760,0,0.49194202
239,535,1,761,0,0.05160447
240,512,1,727,0,0.9760919
240,512,1,728,0,0.65989923
240,512,1,729,0,0.16918527
241,547,1,782,0,0.9195634
241,547,1,783,0,0.17498897
245,859,1,1248,0,0.35458884
245,859,1,1249,0,0.04748799
246,428,1,623,0,0.37126446
247,362,1,508,0,0.73140895
249,895,1,1301,0,0.121870175
249,895,1,1302,0,0.7769846
250,878,1,1273,0,0.42708218
250,878,1,1274,0,0.80232793
252,812,1,1187,0,0.1739274
252,812,1,1188,0,0.90234673
253,261,1,366,0,0.7272623
254,965,1,1396,0,0.048221204
255,19,1,31,0,0.47924843
255,19,1,32,0,0.06553107
255,19,1,33,0,0.72245973
257,621,1,890,0,0.36326164
259,356,1,500,0,0.7741538
259,356,1,501,0,0.8825343
260,140,1,192,0,0.1763649
262,128,1,173,0,0.8103754
263,146,1,208,0,0.38576263
263,146,1,209,0,0.38227996
263,146,1,210,0,0.654324
263,146,1,211,0,0.9741268
264,258,1,361,0,0.68248785
264,258,1,362,0,0.22106476
264,258,1,363,0,0.00043708683
264,258,1,364,0,0.11139377
267,561,1,806,0,0.29468882
269,676,1,972,0,0.06893042
269,676,1,973,0,0.0663074
269,676,1,974,0,0.94634223
270,604,1,863,0,0.15167087
270,604,1,864,0,0.33392397
270,604,1,865,0,0.9658271
271,288,1,402,0,0.5336973
271,288,1,403,0,0.6926838
273,565,1,811,0,0.28759667
274,542,1,774,0,0.66606015
274,542,1,775,0,0.16305621
275,440,1,640,0,0.3460893
278,143,1,199,0,0.9066116
279,983,1,1424,0,0.7295521
280,99,1,140,0,0.46222326
282,832,1,1220,0,0.45788968
283,997,1,1442,0,0.7422896
283,997,1,1443,0,0.3978521
284,978,1,1419,0,0.4325007
285,241,1,335,0,0.56771046
285,241,1,336,0,0.559749
287,984,1,1425,0,0.46043783
287,984,1,1426,0,0.6044958
289,280,1,392,0,0.14986554
289,280,1,393,0,0.7389066
289,280,1,394,0,0.1625543
290,113,1,158,0,0.80859405
290,113,1,159,0,0.57270485
292,941,1,1365,0,0.93582
292,941,1,1366,0,0.41735616
293,86,1,125,0,0.65837026
293,86,1,126,0,0.07346005
294,88,1,128,0,0.3034303
294,88,1,129,0,0.16221139
294,88,1,130,0,0.66848814
295,156,1,230,0,0.12109474
296,195,1,287,0,0.49848896
297,694,1,1001,0,0.25267217
298,434,1,635,0,0.16783583
299,361,1,506,0,0.8133471
299,361,1,507,0,0.24382244
301,329,1,460,0,0.07987232
303,553,1,791,0,0.3924218
303,553,1,792,0,0.21071757
303,553,1,793,0,0.71401876
303,553,1,794,0,0.61869854
304,632,1,904,0,0.9489408
304,632,1,905,0,0.85134226
304,632,1,906,0,0.3061041
306,886,1,1288,0,0.8609817
307,130,1,175,0,0.25298938
307,130,1,176,0,0.8534509
307,130,1,177,0,0.14500134
307,130,1,178,0,0.9286261
308,500,1,712,0,0.56444705
310,309,1,428,0,0.4574603
311,192,1,282,0,0.40294617
312,716,1,1030,0,0.3774722
313,973,1,1412,0,0.15723164
315,289,1,404,0,0.63120496
316,840,1,1227,0,0.35585532
317,642,1,918,0,0.88043517
317,642,1,919,0,0.12366673
317,642,1,920,0,0.46798137
318,549,1,788,0,0.5853549
318,549,1,789,0,0.72897285
319,246,1,340,0,0.6552194
319,246,1,341,0,0.4265322
320,960,1,1391,0,0.7315392
321,27,1,45,0,0.7099946
321,27,1,46,0,0.38157725
322,763,1,1105,0,0.4280146
322,763,1,1106,0,0.35450524
322,763,1,1107,0,0.77753246
322,763,1,1108,0,0.14298017
324,737,1,1063,0,0.81551844
324,737,1,1064,0,0.588125
325,304,1,418,0,0.37114635
327,173,1,252,0,0.9424117
327,173,1,253,0,0.9578117
327,173,1,254,0,0.96860516
327,173,1,255,0,0.10090176
328,548,1,784,0,0.4905615
328,548,1,785,0,0.92084205
328,548,1,786,0,0.008866413
328,548,1,787,0,0.2999616
329,995,1,1441,0,0.45950586
330,401,1,562,0,0.2780447
330,401,1,563,0,0.57151765
330,401,1,564,0,0.5362087
331,238,1,331,0,0.84410614
332,273,1,383,0,0.2395272
333,893,1,1298,0,0.75607866
333,893,1,1299,0,0.49350995
334,315,1,434,0,0.96527135
335,333,1,467,0,0.8582891
336,821,1,1203,0,0.020561941
338,404,1,566,0,0.39956108
338,404,1,567,0,0.2550497
339,508,1,720,0,0.48804575
341,423,1,605,0,0.9962109
341,423,1,606,0,0.5792385
341,423,1,607,0,0.06902129
342,405,1,568,0,0.7473744
342,405,1,569,0,0.20084217
342,405,1,570,0,0.46275422
342,405,1,571,0,0.63594145
342,405,1,572,0,0.9127954
344,179,1,263,0,0.34128156
344,179,1,264,0,0.66504323
345,326,1,456,0,0.035322167
346,212,1,305,0,0.06242567
347,171,1,251,0,0.42541498
348,639,1,913,0,0.58981705
348,639,1,914,0,0.28337446
348,639,1,915,0,0.742661
349,745,1,1080,0,0.320884
349,745,1,1081,0,0.27020982
349,745,1,1082,0,0.6959171
349,745,1,1083,0,0.7086124
350,64,1,98,0,0.976186
351,252,1,348,0,0.13274479
351,252,1,349,0,0.09635759
351,252,1,350,0,0.8317351
352,68,1,102,0,0.2762544
352,68,1,103,0,0.906209
353,945,1,1371,0,0.57160217
356,240,1,333,0,0.6017196
356,240,1,334,0,0.0047058132
357,926,1,1338,0,0.5663815
357,926,1,1339,0,0.870499
357,926,1,1340,0,0.99381787
358,680,1,979,0,0.3806002
358,680,1,980,0,0.1679683
358,680,1,981,0,0.90381116
359,777,1,1125,0,0.41437873
359,777,1,1126,0,0.4522795
359,777,1,1127,0,0.46916616
360,193,1,283,0,0.54743546
360,193,1,284,0,0.0606386
360,193,1,285,0,0.015222748
362,962,1,1392,0,0.767089
362,962,1,1393,0,0.63263226
363,804,1,1175,0,0.3941572
364,370,1,516,0,0.6545333
368,117,1,164,0,0.71279454
370,654,1,937,0,0.2911288
370,654,1,938,0,0.3919754
370,654,1,939,0,0.24740781
370,654,1,940,0,0.13811995
371,910,1,1316,0,0.59180313
371,910,1,1317,0,0.7376534
372,762,1,1103,0,0.6078529
372,762,1,1104,0,0.2554046
373,919,1,1326,0,0.64141405
373,919,1,1327,0,0.41105786
373,919,1,1328,0,0.44654223
373,919,1,1329,0,0.013042259
373,919,1,1330,0,0.779036
374,399,1,560,0,0.8974065
374,399,1,561,0,0.29160345
376,346,1,488,0,0.36185756
377,74,1,111,0,0.4914904
377,74,1,112,0,0.3977906
378,872,1,1262,0,0.36941242
378,872,1,1263,0,0.7459662
378,872,1,1264,0,0.65356416
378,872,1,1265,0,0.32085302
379,939,1,1361,0,0.63457143
379,939,1,1362,0,0.68352336
379,939,1,1363,0,0.44007266
380,209,1,301,0,0.26075715
381,300,1,414,0,0.8629051
382,234,1,328,0,0.005742813
383,752,1,1092,0,0.7193024
386,335,1,471,0,0.8089681
386,335,1,472,0,0.21094728
386,335,1,473,0,0.57000107
387,666,1,953,0,0.9820898
387,666,1,954,0,0.30158603
387,666,1,955,0,0.6151807
388,584,1,836,0,0.41371435
389,817,1,1195,0,0.44102085
390,419,1,597,0,0.75271165
392,866,1,1257,0,0.54515094
392,866,1,1258,0,0.2774519
393,733,1,1057,0,0.7414181
393,733,1,1058,0,0.5592527
394,233,1,327,0,0.30792725
395,710,1,1021,0,0.59706706
395,710,1,1022,0,0.7422365
395,710,1,1023,0,0.06401298
396,986,1,1428,0,0.1654382
397,255,1,353,0,0.35264692
397,255,1,354,0,0.24924818
399,705,1,1014,0,0.5663787
399,705,1,1015,0,0.04907262
399,705,1,1016,0,0.9176161
399,705,1,1017,0,0.7354234
400,967,1,1400,0,0.41957873
400,967,1,1401,0,0.15190886
400,967,1,1402,0,0.062738225
400,967,1,1403,0,0.73920125
400,967,1,1404,0,0.5665049
401,282,1,397,0,0.41505697
401,282,1,398,0,0.31391928
402,262,1,367,0,0.054170106
402,262,1,368,0,0.7584156
403,751,1,1091,0,0.21081428
404,989,1,1430,0,0.267708
404,989,1,1431,0,0.2328795
405,934,1,1354,0,0.56637406
405,934,1,1355,0,0.29036936
406,490,1,701,0,0.10873838
407,759,1,1101,0,0.87274456
407,759,1,1102,0,0.17330755
408,531,1,752,0,0.21599029
408,531,1,753,0,0.74043715
409,463,1,669,0,0.45917755
409,463,1,670,0,0.93473643
412,931,1,1346,0,0.89473367
412,931,1,1347,0,0.560829
412,931,1,1348,0,0.16388984
412,931,1,1349,0,0.30780727
415,402,1,565,0,0.6637189
417,923,1,1333,0,0.2972254
418,875,1,1268,0,0.5128439
418,875,1,1269,0,0.122277625
419,427,1,622,0,0.5611161
420,18,1,29,0,0.9417977
420,18,1,30,0,0.6224503
421,152,1,219,0,0.28706676
421,152,1,220,0,0.115742445
421,152,1,221,0,0.59809303
421,152,1,222,0,0.5515796
421,152,1,223,0,0.755266
421,152,1,224,0,0.0018603686
421,152,1,225,0,0.1520145
422,354,1,499,0,0.6150048
423,242,1,337,0,0.57450867
425,524,1,740,0,0.702513
426,416,1,592,0,0.8939393
426,416,1,593,0,0.7680299
427,929,1,1344,0,0.61064833
429,660,1,947,0,0.9941345
429,660,1,948,0,0.3367575
430,144,1,200,0,0.24086799
430,144,1,201,0,0.26858222
430,144,1,202,0,0.6282663
430,144,1,203,0,0.11951067
430,144,1,204,0,0.40790248
431,899,1,1308,0,0.34432185
432,475,1,684,0,0.11924734
433,187,1,276,0,0.8290389
434,856,1,1244,0,0.8338824
435,555,1,796,0,0.25139558
435,555,1,797,0,0.0891399
436,351,1,493,0,0.6272273
436,351,1,494,0,0.20399919
437,479,1,687,0,0.58350873
438,658,1,945,0,0.39068726
439,620,1,887,0,0.8606889
439,620,1,888,0,0.31175315
439,620,1,889,0,0.51978326
440,284,1,399,0,0.08207867
442,631,1,902,0,0.3644493
442,631,1,903,0,0.9028841
443,249,1,345,0,0.14536694
444,450,1,649,0,0.7528631
446,568,1,813,0,0.45036373
447,942,1,1367,0,0.5643302
448,502,1,713,0,0.89451563
448,502,1,714,0,0.9012529
450,533,1,755,0,0.43584362
452,544,1,779,0,0.9937968
452,544,1,780,0,0.28444412
453,164,1,241,0,0.22285262
457,487,1,697,0,0.61621535
457,487,1,698,0,0.590412
457,487,1,699,0,0.520686
458,206,1,297,0,0.30706492
458,206,1,298,0,0.433369
459,231,1,324,0,0.5464466
459,231,1,325,0,0.026586877
459,231,1,326,0,0.06496389
462,89,1,131,0,0.038602315
464,756,1,1094,0,0.83895355
464,756,1,1095,0,0.619905
466,930,1,1345,0,0.3132864
468,691,1,996,0,0.57447386
469,474,1,682,0,0.8772733
469,474,1,683,0,0.099606924
471,907,1,1313,0,0.19630373
471,907,1,1314,0,0.32982397
472,627,1,896,0,0.45818222
472,627,1,897,0,0.35804412
474,424,1,608,0,0.84844685
474,424,1,609,0,0.5455139
474,424,1,610,0,0.07642888
474,424,1,611,0,0.26301354
475,229,1,321,0,0.50719655
476,348,1,489,0,0.75896835
476,348,1,490,0,0.6287296
478,243,1,338,0,0.9961555
479,784,1,1140,0,0.32249767
480,528,1,746,0,0.6199139
481,37,1,60,0,0.95923036
483,864,1,1254,0,0.44759005
483,864,1,1255,0,0.16106753
483,864,1,1256,0,0.22977816
484,904,1,1310,0,0.40281597
485,216,1,308,0,0.124721654
486,92,1,132,0,0.47515172
486,92,1,133,0,0.9700183
487,857,1,1245,0,0.87821907
487,857,1,1246,0,0.5962264
488,640,1,916,0,0.93698144
489,6,1,6,0,0.62857354
489,6,1,7,0,0.08068997
489,6,1,8,0,0.65450263
490,491,1,702,0,0.5883739
491,431,1,627,0,0.6455686
493,731,1,1055,0,0.25941664
493,731,1,1056,0,0.73274136
494,975,1,1413,0,0.5336854
494,975,1,1414,0,0.9670211
494,975,1,1415,0,0.12844484
495,94,1,134,0,0.5254871
496,971,1,1407,0,0.85286266
496,971,1,1408,0,0.16717096
496,971,1,1409,0,0.7719404
497,142,1,195,0,0.9345638
497,142,1,196,0,0.7379477
497,142,1,197,0,0.6532688
497,142,1,198,0,0.21634668
498,532,1,754,0,0.9283432
499,661,1,949,0,0.082339466
500,181,1,265,0,0.36573806
500,181,1,266,0,0.05574174
500,181,1,267,0,0.46720105
500,181,1,268,0,0.7368498
501,773,1,1123,0,0.50188494
502,211,1,303,0,0.23397873
502,211,1,304,0,0.63091296
504,807,1,1179,0,0.7384378
504,807,1,1180,0,0.25364357
505,833,1,1221,0,0.3282547
505,833,1,1222,0,0.20634621
506,958,1,1389,0,0.45334092
506,958,1,1390,0,0.058872204
507,783,1,1138,0,0.41675657
507,783,1,1139,0,0.08449851
508,994,1,1439,0,0.26056063
508,994,1,1440,0,0.99107724
509,905,1,1311,0,0.069338895
509,905,1,1312,0,0.29509363
511,670,1,966,0,0.3804369
512,757,1,1096,0,0.8305865
512,757,1,1097,0,0.113522634
514,494,1,706,0,0.9278086
521,743,1,1075,0,0.721765
521,743,1,1076,0,0.89860517
521,743,1,1077,0,0.8196368
521,743,1,1078,0,0.5877005
522,797,1,1164,0,0.053026255
522,797,1,1165,0,0.9035095
523,320,1,449,0,0.583327
524,539,1,767,0,0.16946514
524,539,1,768,0,0.9529304
524,539,1,769,0,0.16388528
524,539,1,770,0,0.19552143
526,952,1,1380,0,0.6053852
526,952,1,1381,0,0.73777103
526,952,1,1382,0,0.13202968
527,205,1,296,0,0.3940714
528,151,1,217,0,0.44869068
528,151,1,218,0,0.45770016
529,498,1,710,0,0.47903895
529,498,1,711,0,0.45188862
530,59,1,88,0,0.01749849
532,220,1,311,0,0.9347637
533,650,1,931,0,0.5774553
533,650,1,932,0,0.70607674
534,413,1,587,0,0.6628012
534,413,1,588,0,0.9567854
534,413,1,589,0,0.55369246
534,413,1,590,0,0.35263848
535,933,1,1351,0,0.7528376
535,933,1,1352,0,0.1819924
535,933,1,1353,0,0.59431493
536,384,1,543,0,0.7387266
537,509,1,721,0,0.56933
537,509,1,722,0,0.8411074
538,131,1,179,0,0.14339796
539,330,1,461,0,0.814499
540,22,1,36,0,0.9425911
540,22,1,37,0,0.84972405
541,244,1,339,0,0.38059562
542,311,1,431,0,0.15303537
543,303,1,416,0,0.59641105
543,303,1,417,0,0.2598812
544,529,1,747,0,0.701318
545,792,1,1152,0,0.31563568
545,792,1,1153,0,0.7192973
546,844,1,1230,0,0.39036
546,844,1,1231,0,0.47559032
549,558,1,800,0,0.9107496
549,558,1,801,0,0.39809707
550,891,1,1296,0,0.052681442
550,891,1,1297,0,0.96193355
551,369,1,514,0,0.16507192
551,369,1,515,0,0.2917805
553,2,1,2,0,0.76508605
553,2,1,3,0,0.0005124376
554,779,1,1130,0,0.7579987
555,682,1,984,0,0.49202505
555,682,1,985,0,0.669441
555,682,1,986,0,0.33625963
555,682,1,987,0,0.3032123
556,719,1,1037,0,0.9552473
557,496,1,708,0,0.8944046
558,852,1,1238,0,0.6389216
558,852,1,1239,0,0.34871307
559,625,1,894,0,0.09997022
559,625,1,895,0,0.066274405
560,112,1,154,0,0.2737106
560,112,1,155,0,0.7348955
560,112,1,156,0,0.25837407
560,112,1,157,0,0.25816128
561,643,1,921,0,0.5275611
562,208,1,300,0,0.76920044
563,688,1,993,0,0.9815338
563,688,1,994,0,0.9603166
564,21,1,35,0,0.569932
565,937,1,1357,0,0.6458996
565,937,1,1358,0,0.33358797
566,741,1,1072,0,0.14903858
566,741,1,1073,0,0.6291277
566,741,1,1074,0,0.15361859
568,944,1,1370,0,0.8900981
569,224,1,313,0,0.14757088
569,224,1,314,0,0.66796166
570,608,1,871,0,0.053968348
570,608,1,872,0,0.68723696
571,970,1,1406,0,0.19750068
575,265,1,371,0,0.65517986
576,476,1,685,0,0.8397611
576,476,1,686,0,0.025802536
577,484,1,693,0,0.3466658
577,484,1,694,0,0.13059774
577,484,1,695,0,0.26970217
577,484,1,696,0,0.34963837
578,188,1,277,0,0.9710357
579,964,1,1394,0,0.36441305
579,964,1,1395,0,0.69048995
580,659,1,946,0,0.27072266
581,34,1,56,0,0.24741477
581,34,1,57,0,0.39273745
582,36,1,59,0,0.6150547
585,522,1,739,0,0.58957577
586,672,1,967,0,0.39998767
586,672,1,968,0,0.18220021
588,663,1,951,0,0.8328133
588,663,1,952,0,0.5582611
589,703,1,1012,0,0.5936829
590,725,1,1045,0,0.7287928
590,725,1,1046,0,0.21155079
593,730,1,1053,0,0.95104146
593,730,1,1054,0,0.7913353
594,734,1,1059,0,0.7955227
594,734,1,1060,0,0.74791116
594,734,1,1061,0,0.20495221
595,41,1,64,0,0.65187025
595,41,1,65,0,0.2434984
