GroupPeriod,Period,group_event_set_id,EventId,output_set_id,Quantile
200,955,1,1386,0,0.21239536
200,955,1,1387,0,0.06637992
201,371,1,517,0,0.1696619
201,371,1,518,0,0.7444334
201,371,1,519,0,0.2609691
203,205,1,296,0,0.1122383
204,416,1,592,0,0.94338757
204,416,1,593,0,0.6835894
205,533,1,755,0,0.9581797
206,195,1,287,0,0.32950976
207,700,1,1003,0,0.19225828
207,700,1,1004,0,0.13678877
207,700,1,1005,0,0.9433777
207,700,1,1006,0,0.1641652
207,700,1,1007,0,0.80235213
208,673,1,969,0,0.2116831
210,788,1,1146,0,0.86291933
210,788,1,1147,0,0.056674577
211,800,1,1169,0,0.38141742
212,768,1,1115,0,0.401931
212,768,1,1116,0,0.9762421
213,511,1,725,0,0.8977273
213,511,1,726,0,0.38445184
214,932,1,1350,0,0.42468283
215,469,1,677,0,0.7151454
215,469,1,678,0,0.64011437
217,966,1,1397,0,0.8941525
217,966,1,1398,0,0.68719375
217,966,1,1399,0,0.5153119
218,509,1,721,0,0.90068424
218,509,1,722,0,0.3309923
219,73,1,109,0,0.36744648
219,73,1,110,0,0.35143247
223,6,1,6,0,0.4895119
223,6,1,7,0,0.034729425
223,6,1,8,0,0.45290676
224,61,1,91,0,0.31661758
225,719,1,1037,0,0.24318504
226,831,1,1219,0,0.24742694
227,610,1,873,0,0.7975441
228,372,1,520,0,0.38559106
229,549,1,788,0,0.9807439
229,549,1,789,0,0.41275185
230,150,1,215,0,0.69770736
230,150,1,216,0,0.3053727
231,733,1,1057,0,0.8264959
231,733,1,1058,0,0.21306993
232,637,1,909,0,0.27518708
232,637,1,910,0,0.29251835
232,637,1,911,0,0.12935613
235,998,1,1444,0,0.7505955
236,853,1,1240,0,0.43151575
236,853,1,1241,0,0.12594521
236,853,1,1242,0,0.5362137
237,997,1,1442,0,0.48832223
237,997,1,1443,0,0.50525063
239,676,1,972,0,0.7124996
239,676,1,973,0,0.066531636
239,676,1,974,0,0.49194202
240,510,1,723,0,0.05160447
240,510,1,724,0,0.9760919
242,602,1,859,0,0.65989923
242,602,1,860,0,0.16918527
243,116,1,161,0,0.9195634
243,116,1,162,0,0.17498897
243,116,1,163,0,0.35458884
244,999,1,1445,0,0.04748799
244,999,1,1446,0,0.37126446
245,869,1,1260,0,0.73140895
245,869,1,1261,0,0.121870175
246,764,1,1109,0,0.7769846
246,764,1,1110,0,0.42708218
246,764,1,1111,0,0.80232793
247,86,1,125,0,0.1739274
247,86,1,126,0,0.90234673
248,129,1,174,0,0.7272623
249,972,1,1410,0,0.048221204
249,972,1,1411,0,0.47924843
250,653,1,936,0,0.06553107
251,978,1,1419,0,0.72245973
252,494,1,706,0,0.36326164
254,543,1,776,0,0.7741538
254,543,1,777,0,0.8825343
254,543,1,778,0,0.1763649
255,240,1,333,0,0.8103754
255,240,1,334,0,0.38576263
256,229,1,321,0,0.38227996
257,38,1,61,0,0.654324
257,38,1,62,0,0.9741268
257,38,1,63,0,0.68248785
258,597,1,846,0,0.22106476
258,597,1,847,0,0.00043708683
258,597,1,848,0,0.11139377
260,114,1,160,0,0.29468882
261,659,1,946,0,0.06893042
262,884,1,1284,0,0.0663074
262,884,1,1285,0,0.94634223
262,884,1,1286,0,0.15167087
262,884,1,1287,0,0.33392397
263,803,1,1172,0,0.9658271
263,803,1,1173,0,0.5336973
263,803,1,1174,0,0.6926838
264,858,1,1247,0,0.28759667
265,131,1,179,0,0.66606015
267,318,1,443,0,0.16305621
267,318,1,444,0,0.3460893
267,318,1,445,0,0.9066116
267,318,1,446,0,0.7295521
269,556,1,798,0,0.46222326
270,916,1,1323,0,0.45788968
271,749,1,1088,0,0.7422896
271,749,1,1089,0,0.3978521
271,749,1,1090,0,0.4325007
273,26,1,44,0,0.56771046
274,692,1,997,0,0.559749
274,692,1,998,0,0.46043783
276,411,1,582,0,0.6044958
276,411,1,583,0,0.14986554
276,411,1,584,0,0.7389066
276,411,1,585,0,0.1625543
277,931,1,1346,0,0.80859405
277,931,1,1347,0,0.57270485
277,931,1,1348,0,0.93582
277,931,1,1349,0,0.41735616
278,751,1,1091,0,0.65837026
280,532,1,754,0,0.07346005
281,516,1,732,0,0.3034303
281,516,1,733,0,0.16221139
282,155,1,228,0,0.66848814
282,155,1,229,0,0.12109474
283,167,1,243,0,0.49848896
283,167,1,244,0,0.25267217
283,167,1,245,0,0.16783583
283,167,1,246,0,0.8133471
283,167,1,247,0,0.24382244
284,840,1,1227,0,0.07987232
285,631,1,902,0,0.3924218
285,631,1,903,0,0.21071757
286,799,1,1168,0,0.71401876
288,59,1,88,0,0.61869854
289,529,1,747,0,0.9489408
290,135,1,184,0,0.85134226
291,67,1,100,0,0.3061041
291,67,1,101,0,0.8609817
293,334,1,468,0,0.25298938
293,334,1,469,0,0.8534509
293,334,1,470,0,0.14500134
294,435,1,636,0,0.9286261
296,544,1,779,0,0.56444705
296,544,1,780,0,0.4574603
297,278,1,390,0,0.40294617
298,687,1,992,0,0.3774722
299,121,1,168,0,0.15723164
300,382,1,539,0,0.63120496
300,382,1,540,0,0.35585532
301,260,1,365,0,0.88043517
302,154,1,227,0,0.12366673
303,251,1,347,0,0.46798137
304,247,1,342,0,0.5853549
305,752,1,1092,0,0.72897285
306,37,1,60,0,0.6552194
308,953,1,1383,0,0.4265322
308,953,1,1384,0,0.7315392
308,953,1,1385,0,0.7099946
309,370,1,516,0,0.38157725
310,63,1,94,0,0.4280146
310,63,1,95,0,0.35450524
310,63,1,96,0,0.77753246
310,63,1,97,0,0.14298017
313,694,1,1001,0,0.81551844
315,201,1,293,0,0.588125
316,753,1,1093,0,0.37114635
317,297,1,411,0,0.9424117
317,297,1,412,0,0.9578117
318,667,1,956,0,0.96860516
318,667,1,957,0,0.10090176
318,667,1,958,0,0.4905615
319,791,1,1149,0,0.92084205
319,791,1,1150,0,0.008866413
319,791,1,1151,0,0.2999616
321,434,1,635,0,0.45950586
322,108,1,153,0,0.2780447
324,681,1,982,0,0.57151765
324,681,1,983,0,0.5362087
325,316,1,435,0,0.84410614
325,316,1,436,0,0.2395272
325,316,1,437,0,0.75607866
325,316,1,438,0,0.49350995
325,316,1,439,0,0.96527135
325,316,1,440,0,0.8582891
326,72,1,108,0,0.020561941
328,792,1,1152,0,0.39956108
328,792,1,1153,0,0.2550497
329,722,1,1041,0,0.48804575
329,722,1,1042,0,0.9962109
329,722,1,1043,0,0.5792385
329,722,1,1044,0,0.06902129
330,827,1,1213,0,0.7473744
330,827,1,1214,0,0.20084217
331,460,1,661,0,0.46275422
331,460,1,662,0,0.63594145
332,934,1,1354,0,0.9127954
332,934,1,1355,0,0.34128156
334,728,1,1051,0,0.66504323
334,728,1,1052,0,0.035322167
335,614,1,877,0,0.06242567
336,814,1,1190,0,0.42541498
336,814,1,1191,0,0.58981705
338,455,1,653,0,0.28337446
338,455,1,654,0,0.742661
339,807,1,1179,0,0.320884
339,807,1,1180,0,0.27020982
340,650,1,931,0,0.6959171
340,650,1,932,0,0.7086124
341,390,1,548,0,0.976186
341,390,1,549,0,0.13274479
344,489,1,700,0,0.09635759
346,621,1,890,0,0.8317351
348,463,1,669,0,0.2762544
348,463,1,670,0,0.906209
350,552,1,790,0,0.57160217
352,182,1,269,0,0.6017196
352,182,1,270,0,0.0047058132
353,561,1,806,0,0.5663815
354,160,1,234,0,0.870499
355,630,1,900,0,0.99381787
355,630,1,901,0,0.3806002
356,794,1,1157,0,0.1679683
356,794,1,1158,0,0.90381116
356,794,1,1159,0,0.41437873
357,405,1,568,0,0.4522795
357,405,1,569,0,0.46916616
357,405,1,570,0,0.54743546
357,405,1,571,0,0.0606386
357,405,1,572,0,0.015222748
358,252,1,348,0,0.767089
358,252,1,349,0,0.63263226
358,252,1,350,0,0.3941572
359,604,1,863,0,0.6545333
359,604,1,864,0,0.71279454
359,604,1,865,0,0.2911288
361,71,1,107,0,0.3919754
362,864,1,1254,0,0.24740781
362,864,1,1255,0,0.13811995
362,864,1,1256,0,0.59180313
363,720,1,1038,0,0.7376534
363,720,1,1039,0,0.6078529
363,720,1,1040,0,0.2554046
364,710,1,1021,0,0.64141405
364,710,1,1022,0,0.41105786
364,710,1,1023,0,0.44654223
365,823,1,1204,0,0.013042259
366,968,1,1405,0,0.779036
367,68,1,102,0,0.8974065
367,68,1,103,0,0.29160345
368,859,1,1248,0,0.36185756
368,859,1,1249,0,0.4914904
369,738,1,1065,0,0.3977906
369,738,1,1066,0,0.36941242
369,738,1,1067,0,0.7459662
371,103,1,145,0,0.65356416
371,103,1,146,0,0.32085302
371,103,1,147,0,0.63457143
373,920,1,1331,0,0.68352336
374,528,1,746,0,0.44007266
376,883,1,1281,0,0.26075715
376,883,1,1282,0,0.8629051
376,883,1,1283,0,0.005742813
377,682,1,984,0,0.7193024
377,682,1,985,0,0.8089681
377,682,1,986,0,0.21094728
377,682,1,987,0,0.57000107
378,387,1,546,0,0.9820898
379,238,1,331,0,0.30158603
380,426,1,618,0,0.6151807
380,426,1,619,0,0.41371435
380,426,1,620,0,0.44102085
380,426,1,621,0,0.75271165
381,842,1,1229,0,0.54515094
382,77,1,115,0,0.2774519
382,77,1,116,0,0.7414181
383,481,1,689,0,0.5592527
383,481,1,690,0,0.30792725
383,481,1,691,0,0.59706706
384,672,1,967,0,0.7422365
384,672,1,968,0,0.06401298
385,538,1,766,0,0.1654382
387,786,1,1142,0,0.35264692
387,786,1,1143,0,0.24924818
387,786,1,1144,0,0.5663787
388,384,1,543,0,0.04907262
389,984,1,1425,0,0.9176161
389,984,1,1426,0,0.7354234
390,163,1,240,0,0.41957873
391,862,1,1253,0,0.15190886
392,106,1,149,0,0.062738225
394,339,1,480,0,0.73920125
396,234,1,328,0,0.5665049
397,158,1,231,0,0.41505697
397,158,1,232,0,0.31391928
399,360,1,505,0,0.054170106
400,406,1,573,0,0.7584156
400,406,1,574,0,0.21081428
402,303,1,416,0,0.267708
402,303,1,417,0,0.2328795
403,441,1,641,0,0.56637406
403,441,1,642,0,0.29036936
404,640,1,916,0,0.10873838
405,829,1,1218,0,0.87274456
406,462,1,666,0,0.17330755
406,462,1,667,0,0.21599029
406,462,1,668,0,0.74043715
407,27,1,45,0,0.45917755
407,27,1,46,0,0.93473643
410,571,1,820,0,0.89473367
410,571,1,821,0,0.560829
410,571,1,822,0,0.16388984
410,571,1,823,0,0.30780727
412,35,1,58,0,0.6637189
413,555,1,796,0,0.2972254
413,555,1,797,0,0.5128439
416,670,1,966,0,0.122277625
417,970,1,1406,0,0.5611161
419,212,1,305,0,0.9417977
421,793,1,1154,0,0.6224503
421,793,1,1155,0,0.28706676
421,793,1,1156,0,0.115742445
422,325,1,455,0,0.59809303
423,583,1,835,0,0.5515796
424,419,1,597,0,0.755266
426,926,1,1338,0,0.0018603686
426,926,1,1339,0,0.1520145
426,926,1,1340,0,0.6150048
427,967,1,1400,0,0.57450867
427,967,1,1401,0,0.702513
427,967,1,1402,0,0.8939393
427,967,1,1403,0,0.7680299
427,967,1,1404,0,0.61064833
429,401,1,562,0,0.9941345
429,401,1,563,0,0.3367575
429,401,1,564,0,0.24086799
430,632,1,904,0,0.26858222
430,632,1,905,0,0.6282663
430,632,1,906,0,0.11951067
431,351,1,493,0,0.40790248
431,351,1,494,0,0.34432185
432,939,1,1361,0,0.11924734
432,939,1,1362,0,0.8290389
432,939,1,1363,0,0.8338824
433,731,1,1055,0,0.25139558
433,731,1,1056,0,0.0891399
434,193,1,283,0,0.6272273
434,193,1,284,0,0.20399919
434,193,1,285,0,0.58350873
436,313,1,433,0,0.39068726
438,698,1,1002,0,0.8606889
441,250,1,346,0,0.31175315
442,210,1,302,0,0.51978326
443,282,1,397,0,0.08207867
443,282,1,398,0,0.3644493
444,525,1,741,0,0.9028841
444,525,1,742,0,0.14536694
444,525,1,743,0,0.7528631
445,971,1,1407,0,0.45036373
445,971,1,1408,0,0.5643302
445,971,1,1409,0,0.89451563
446,743,1,1075,0,0.9012529
446,743,1,1076,0,0.43584362
446,743,1,1077,0,0.9937968
446,743,1,1078,0,0.28444412
447,1,1,1,0,0.22285262
448,879,1,1275,0,0.61621535
450,554,1,795,0,0.590412
451,118,1,165,0,0.520686
451,118,1,166,0,0.30706492
453,851,1,1236,0,0.433369
453,851,1,1237,0,0.5464466
454,483,1,692,0,0.026586877
455,882,1,1277,0,0.06496389
455,882,1,1278,0,0.038602315
455,882,1,1279,0,0.83895355
455,882,1,1280,0,0.619905
456,412,1,586,0,0.3132864
459,327,1,457,0,0.57447386
460,295,1,409,0,0.8772733
461,230,1,322,0,0.099606924
461,230,1,323,0,0.19630373
462,726,1,1047,0,0.32982397
462,726,1,1048,0,0.45818222
462,726,1,1049,0,0.35804412
463,266,1,372,0,0.84844685
463,266,1,373,0,0.5455139
464,716,1,1030,0,0.07642888
465,216,1,308,0,0.26301354
467,930,1,1345,0,0.50719655
468,367,1,512,0,0.75896835
470,187,1,276,0,0.6287296
472,623,1,892,0,0.9961555
473,945,1,1371,0,0.32249767
474,423,1,605,0,0.6199139
474,423,1,606,0,0.95923036
474,423,1,607,0,0.44759005
475,398,1,559,0,0.16106753
476,707,1,1020,0,0.22977816
477,725,1,1045,0,0.40281597
477,725,1,1046,0,0.124721654
480,263,1,369,0,0.47515172
480,263,1,370,0,0.9700183
482,346,1,488,0,0.87821907
485,826,1,1211,0,0.5962264
485,826,1,1212,0,0.93698144
486,362,1,508,0,0.62857354
488,536,1,762,0,0.08068997
488,536,1,763,0,0.65450263
488,536,1,764,0,0.5883739
489,285,1,400,0,0.6455686
490,877,1,1270,0,0.25941664
490,877,1,1271,0,0.73274136
490,877,1,1272,0,0.5336854
491,662,1,950,0,0.9670211
492,925,1,1336,0,0.12844484
492,925,1,1337,0,0.5254871
493,744,1,1079,0,0.85286266
494,57,1,85,0,0.16717096
495,128,1,173,0,0.7719404
496,438,1,639,0,0.9345638
497,833,1,1221,0,0.7379477
497,833,1,1222,0,0.6532688
498,572,1,824,0,0.21634668
500,474,1,682,0,0.9283432
500,474,1,683,0,0.082339466
501,198,1,289,0,0.36573806
501,198,1,290,0,0.05574174
501,198,1,291,0,0.46720105
502,666,1,953,0,0.7368498
502,666,1,954,0,0.50188494
502,666,1,955,0,0.23397873
503,41,1,64,0,0.63091296
503,41,1,65,0,0.7384378
503,41,1,66,0,0.25364357
503,41,1,67,0,0.3282547
505,983,1,1424,0,0.20634621
506,570,1,818,0,0.45334092
506,570,1,819,0,0.058872204
507,190,1,279,0,0.41675657
508,944,1,1370,0,0.08449851
509,638,1,912,0,0.26056063
510,563,1,807,0,0.99107724
512,421,1,601,0,0.069338895
512,421,1,602,0,0.29509363
513,491,1,702,0,0.3804369
514,126,1,172,0,0.8305865
515,797,1,1164,0,0.113522634
515,797,1,1165,0,0.9278086
517,308,1,424,0,0.721765
517,308,1,425,0,0.89860517
517,308,1,426,0,0.8196368
517,308,1,427,0,0.5877005
518,36,1,59,0,0.053026255
519,148,1,213,0,0.9035095
519,148,1,214,0,0.583327
520,517,1,734,0,0.16946514
520,517,1,735,0,0.9529304
521,773,1,1123,0,0.16388528
523,353,1,497,0,0.19552143
523,353,1,498,0,0.6053852
524,310,1,429,0,0.73777103
524,310,1,430,0,0.13202968
525,765,1,1112,0,0.3940714
525,765,1,1113,0,0.44869068
525,765,1,1114,0,0.45770016
526,783,1,1138,0,0.47903895
526,783,1,1139,0,0.45188862
528,818,1,1196,0,0.01749849
528,818,1,1197,0,0.9347637
530,598,1,849,0,0.5774553
530,598,1,850,0,0.70607674
530,598,1,851,0,0.6628012
530,598,1,852,0,0.9567854
530,598,1,853,0,0.55369246
530,598,1,854,0,0.35263848
532,819,1,1198,0,0.7528376
533,344,1,486,0,0.1819924
535,356,1,500,0,0.59431493
535,356,1,501,0,0.7387266
536,941,1,1365,0,0.56933
536,941,1,1366,0,0.8411074
537,466,1,675,0,0.14339796
537,466,1,676,0,0.814499
538,801,1,1170,0,0.9425911
538,801,1,1171,0,0.84972405
539,394,1,553,0,0.38059562
542,267,1,374,0,0.15303537
542,267,1,375,0,0.59641105
543,539,1,767,0,0.2598812
543,539,1,768,0,0.701318
543,539,1,769,0,0.31563568
543,539,1,770,0,0.7192973
544,479,1,687,0,0.39036
545,143,1,199,0,0.47559032
546,75,1,113,0,0.9107496
546,75,1,114,0,0.39809707
547,413,1,587,0,0.052681442
547,413,1,588,0,0.96193355
547,413,1,589,0,0.16507192
547,413,1,590,0,0.2917805
548,762,1,1103,0,0.76508605
548,762,1,1104,0,0.0005124376
549,326,1,456,0,0.7579987
551,893,1,1298,0,0.49202505
551,893,1,1299,0,0.669441
552,874,1,1267,0,0.33625963
553,779,1,1130,0,0.3032123
554,975,1,1413,0,0.9552473
554,975,1,1414,0,0.8944046
554,975,1,1415,0,0.6389216
556,85,1,124,0,0.34871307
557,233,1,327,0,0.09997022
559,977,1,1416,0,0.066274405
559,977,1,1417,0,0.2737106
559,977,1,1418,0,0.7348955
560,153,1,226,0,0.25837407
561,221,1,312,0,0.25816128
562,209,1,301,0,0.5275611
565,280,1,392,0,0.76920044
565,280,1,393,0,0.9815338
565,280,1,394,0,0.9603166
566,704,1,1013,0,0.569932
568,449,1,647,0,0.6458996
568,449,1,648,0,0.33358797
569,320,1,449,0,0.14903858
570,607,1,866,0,0.6291277
570,607,1,867,0,0.15361859
570,607,1,868,0,0.8900981
570,607,1,869,0,0.14757088
570,607,1,870,0,0.66796166
571,943,1,1368,0,0.053968348
571,943,1,1369,0,0.68723696
573,546,1,781,0,0.19750068
574,322,1,450,0,0.65517986
574,322,1,451,0,0.8397611
574,322,1,452,0,0.025802536
575,622,1,891,0,0.3466658
576,487,1,697,0,0.13059774
576,487,1,698,0,0.26970217
576,487,1,699,0,0.34963837
577,199,1,292,0,0.9710357
578,228,1,320,0,0.36441305
579,134,1,182,0,0.69048995
579,134,1,183,0,0.27072266
580,239,1,332,0,0.24741477
581,849,1,1234,0,0.39273745
582,89,1,131,0,0.6150547
583,246,1,340,0,0.58957577
583,246,1,341,0,0.39998767
584,596,1,841,0,0.18220021
584,596,1,842,0,0.8328133
584,596,1,843,0,0.5582611
584,596,1,844,0,0.5936829
584,596,1,845,0,0.7287928
585,420,1,598,0,0.21155079
585,420,1,599,0,0.95104146
585,420,1,600,0,0.7913353
586,657,1,944,0,0.7955227
587,408,1,578,0,0.74791116
589,703,1,1012,0,0.20495221
590,772,1,1122,0,0.65187025
593,177,1,259,0,0.2434984
